data,região,à vista,30 dias
06/06/2022,BA Oeste,256.0,258.0
06/06/2022,MT Norte,248.0,250.0
06/06/2022,MT Sudoeste,249.0,251.0
06/06/2022,MT Cuiabá*,256.0,258.0
06/06/2022,MT Sudeste,251.0,253.0
06/06/2022,PR Noroeste,257.0,259.0
06/06/2022,SC,279.0,280.5
06/06/2022,MA Oeste,250.0,252.0
06/06/2022,Alagoas,283.5,285.5
06/06/2022,PA Marabá,253.0,255.0
06/06/2022,PA Redenção,250.0,252.0
06/06/2022,PA Paragominas,272.0,274.0
06/06/2022,RO Sudeste,234.5,236.5
06/06/2022,TO Sul,246.5,248.0
06/06/2022,TO Norte,244.5,246.5
06/06/2022,Acre,244.5,246.5
06/06/2022,ES,256.0,258.0
06/06/2022,RJ,264.0,266.0
07/06/2022,SP Barretos,266.0,268.0
07/06/2022,SP Araçatuba,266.0,268.0
07/06/2022,MG Triângulo,242.5,244.5
07/06/2022,MG B.Horizonte,246.5,248.0
07/06/2022,MG Norte,249.0,251.0
07/06/2022,MG Sul,251.0,253.0
07/06/2022,GO Goiânia,248.0,250.0
07/06/2022,GO Reg. Sul,252.0,254.0
07/06/2022,MS Dourados,254.0,256.0
07/06/2022,MS C. Grande,254.0,256.0
07/06/2022,MS Três Lagoas,251.0,253.0
07/06/2022,RS Oeste**,10.1,10.2
07/06/2022,RS Pelotas**,10.0,10.1
07/06/2022,BA Sul,257.0,259.0
07/06/2022,BA Oeste,254.0,256.0
07/06/2022,MT Norte,248.0,250.0
07/06/2022,MT Sudoeste,249.0,251.0
07/06/2022,MT Cuiabá*,256.0,258.0
07/06/2022,MT Sudeste,251.0,253.0
07/06/2022,PR Noroeste,254.0,256.0
07/06/2022,SC,279.0,280.5
07/06/2022,MA Oeste,250.0,252.0
07/06/2022,Alagoas,283.5,285.5
07/06/2022,PA Marabá,253.0,255.0
07/06/2022,PA Redenção,250.0,252.0
07/06/2022,PA Paragominas,272.0,274.0
07/06/2022,RO Sudeste,234.5,236.5
07/06/2022,TO Sul,246.5,248.0
07/06/2022,TO Norte,244.5,246.5
07/06/2022,Acre,244.5,246.5
07/06/2022,ES,254.0,256.0
07/06/2022,RJ,264.0,266.0
08/06/2022,SP Barretos,266.0,268.0
08/06/2022,SP Araçatuba,266.0,268.0
08/06/2022,MG Triângulo,243.5,245.5
08/06/2022,MG B.Horizonte,249.0,251.0
08/06/2022,MG Norte,250.0,252.0
08/06/2022,MG Sul,251.0,253.0
08/06/2022,GO Goiânia,251.0,253.0
08/06/2022,GO Reg. Sul,253.0,255.0
08/06/2022,MS Dourados,255.0,257.0
08/06/2022,MS C. Grande,254.0,256.0
08/06/2022,MS Três Lagoas,254.0,256.0
08/06/2022,RS Oeste**,10.1,10.2
08/06/2022,RS Pelotas**,10.0,10.1
08/06/2022,BA Sul,257.0,259.0
08/06/2022,BA Oeste,254.0,256.0
08/06/2022,MT Norte,248.0,250.0
08/06/2022,MT Sudoeste,249.0,251.0
08/06/2022,MT Cuiabá*,258.0,260.0
08/06/2022,MT Sudeste,251.0,253.0
08/06/2022,PR Noroeste,254.0,256.0
08/06/2022,SC,279.0,280.5
08/06/2022,MA Oeste,250.0,252.0
08/06/2022,Alagoas,284.5,286.5
08/06/2022,PA Marabá,254.0,256.0
08/06/2022,PA Redenção,250.0,252.0
08/06/2022,PA Paragominas,272.0,274.0
08/06/2022,RO Sudeste,234.5,236.5
08/06/2022,TO Sul,246.5,248.0
08/06/2022,TO Norte,244.5,246.5
08/06/2022,Acre,244.5,246.5
08/06/2022,ES,254.0,256.0
08/06/2022,RJ,264.0,266.0
09/06/2022,SP Barretos,266.0,268.0
09/06/2022,SP Araçatuba,266.0,268.0
09/06/2022,MG Triângulo,243.5,245.5
09/06/2022,MG B.Horizonte,249.0,251.0
09/06/2022,MG Norte,253.0,255.0
09/06/2022,MG Sul,251.0,253.0
09/06/2022,GO Goiânia,251.0,253.0
09/06/2022,GO Reg. Sul,253.0,255.0
09/06/2022,MS Dourados,255.0,257.0
09/06/2022,MS C. Grande,254.0,256.0
09/06/2022,MS Três Lagoas,254.0,256.0
09/06/2022,RS Oeste**,10.1,10.2
09/06/2022,RS Pelotas**,10.0,10.1
09/06/2022,BA Sul,257.0,259.0
09/06/2022,BA Oeste,254.0,256.0
09/06/2022,MT Norte,248.0,250.0
09/06/2022,MT Sudoeste,249.0,251.0
09/06/2022,MT Cuiabá*,258.0,260.0
09/06/2022,MT Sudeste,249.0,251.0
09/06/2022,PR Noroeste,254.0,256.0
09/06/2022,SC,279.0,280.5
09/06/2022,MA Oeste,250.0,252.0
09/06/2022,Alagoas,284.5,286.5
09/06/2022,PA Marabá,254.0,256.0
09/06/2022,PA Redenção,248.0,250.0
09/06/2022,PA Paragominas,272.0,274.0
09/06/2022,RO Sudeste,234.5,236.5
09/06/2022,TO Sul,246.5,248.0
09/06/2022,TO Norte,244.5,246.5
09/06/2022,Acre,244.5,246.5
09/06/2022,ES,254.0,256.0
09/06/2022,RJ,264.0,266.0
10/06/2022,SP Barretos,266.0,268.0
10/06/2022,SP Araçatuba,266.0,268.0
10/06/2022,MG Triângulo,243.5,245.5
10/06/2022,MG B.Horizonte,251.0,253.0
10/06/2022,MG Norte,254.0,256.0
10/06/2022,MG Sul,252.0,254.0
10/06/2022,GO Goiânia,252.0,254.0
10/06/2022,GO Reg. Sul,254.0,256.0
10/06/2022,MS Dourados,258.0,261.0
10/06/2022,MS C. Grande,256.0,258.0
10/06/2022,MS Três Lagoas,256.0,258.0
10/06/2022,RS Oeste**,10.1,10.2
10/06/2022,RS Pelotas**,10.0,10.1
10/06/2022,BA Sul,258.0,260.0
10/06/2022,BA Oeste,254.0,256.0
10/06/2022,MT Norte,248.0,250.0
10/06/2022,MT Sudoeste,249.0,251.0
10/06/2022,MT Cuiabá*,259.0,261.0
10/06/2022,MT Sudeste,249.0,251.0
10/06/2022,PR Noroeste,256.0,258.0
10/06/2022,SC,280.5,282.5
10/06/2022,MA Oeste,252.0,254.0
10/06/2022,Alagoas,285.5,287.5
10/06/2022,PA Marabá,256.0,258.0
10/06/2022,PA Redenção,248.0,250.0
10/06/2022,PA Paragominas,271.0,273.0
10/06/2022,RO Sudeste,234.5,236.5
10/06/2022,TO Sul,246.5,248.0
10/06/2022,TO Norte,244.5,246.5
10/06/2022,Acre,244.5,246.5
10/06/2022,ES,254.0,256.0
10/06/2022,RJ,262.0,264.0
13/06/2022,SP Barretos,266.0,268.0
13/06/2022,SP Araçatuba,266.0,268.0
13/06/2022,MG Triângulo,243.5,245.5
13/06/2022,MG B.Horizonte,254.0,256.0
13/06/2022,MG Norte,254.0,256.0
13/06/2022,MG Sul,254.0,256.0
13/06/2022,GO Goiânia,254.0,256.0
13/06/2022,GO Reg. Sul,254.0,256.0
13/06/2022,MS Dourados,258.0,261.0
13/06/2022,MS C. Grande,256.0,258.0
13/06/2022,MS Três Lagoas,256.0,258.0
13/06/2022,RS Oeste**,10.1,10.2
13/06/2022,RS Pelotas**,10.0,10.1
13/06/2022,BA Sul,258.0,260.0
13/06/2022,BA Oeste,254.0,256.0
13/06/2022,MT Norte,248.0,250.0
13/06/2022,MT Sudoeste,249.0,251.0
13/06/2022,MT Cuiabá*,259.0,261.0
13/06/2022,MT Sudeste,249.0,251.0
13/06/2022,PR Noroeste,256.0,258.0
13/06/2022,SC,280.5,282.5
13/06/2022,MA Oeste,252.0,254.0
13/06/2022,Alagoas,285.5,287.5
13/06/2022,PA Marabá,256.0,258.0
13/06/2022,PA Redenção,248.0,250.0
13/06/2022,PA Paragominas,271.0,273.0
13/06/2022,RO Sudeste,234.5,236.5
13/06/2022,TO Sul,248.0,250.0
13/06/2022,TO Norte,246.5,248.0
13/06/2022,Acre,244.5,246.5
13/06/2022,ES,254.0,256.0
13/06/2022,RJ,262.0,264.0
15/06/2022,SP Barretos,268.0,270.0
15/06/2022,SP Araçatuba,268.0,270.0
15/06/2022,MG Triângulo,244.5,246.5
15/06/2022,MG B.Horizonte,256.0,258.0
15/06/2022,MG Norte,254.0,256.0
15/06/2022,MG Sul,254.0,256.0
15/06/2022,GO Goiânia,256.0,258.0
15/06/2022,GO Reg. Sul,254.0,256.0
15/06/2022,MS Dourados,261.0,263.0
15/06/2022,MS C. Grande,261.0,263.0
15/06/2022,MS Três Lagoas,256.0,258.0
15/06/2022,RS Oeste**,10.1,10.2
15/06/2022,RS Pelotas**,10.0,10.1
15/06/2022,BA Sul,259.0,261.0
15/06/2022,BA Oeste,254.0,256.0
15/06/2022,MT Norte,251.0,253.0
15/06/2022,MT Sudoeste,252.0,254.0
15/06/2022,MT Cuiabá*,259.0,261.0
15/06/2022,MT Sudeste,251.0,253.0
15/06/2022,PR Noroeste,256.0,258.0
15/06/2022,SC,280.5,282.5
15/06/2022,MA Oeste,252.0,254.0
15/06/2022,Alagoas,285.5,287.5
15/06/2022,PA Marabá,256.0,258.0
15/06/2022,PA Redenção,248.0,250.0
15/06/2022,PA Paragominas,269.0,271.0
15/06/2022,RO Sudeste,234.5,236.5
15/06/2022,TO Sul,249.0,251.0
15/06/2022,TO Norte,251.0,253.0
15/06/2022,Acre,244.5,246.5
15/06/2022,ES,254.0,256.0
15/06/2022,RJ,264.0,266.0
17/06/2022,SP Barretos,269.0,271.0
17/06/2022,SP Araçatuba,269.0,271.0
17/06/2022,MG Triângulo,244.5,246.5
17/06/2022,MG B.Horizonte,259.0,261.0
17/06/2022,MG Norte,256.0,258.0
17/06/2022,MG Sul,254.0,256.0
17/06/2022,GO Goiânia,257.0,259.0
17/06/2022,GO Reg. Sul,256.0,258.0
17/06/2022,MS Dourados,262.0,264.0
17/06/2022,MS C. Grande,261.0,263.0
17/06/2022,MS Três Lagoas,256.0,258.0
17/06/2022,RS Oeste**,10.1,10.2
17/06/2022,RS Pelotas**,10.0,10.1
17/06/2022,BA Sul,259.0,261.0
17/06/2022,BA Oeste,254.0,256.0
17/06/2022,MT Norte,251.0,253.0
17/06/2022,MT Sudoeste,254.0,256.0
17/06/2022,MT Cuiabá*,259.0,261.0
17/06/2022,MT Sudeste,251.0,253.0
17/06/2022,PR Noroeste,256.0,258.0
17/06/2022,SC,280.5,282.5
17/06/2022,MA Oeste,250.0,252.0
17/06/2022,Alagoas,285.5,287.5
17/06/2022,PA Marabá,256.0,258.0
17/06/2022,PA Redenção,249.0,251.0
17/06/2022,PA Paragominas,269.0,271.0
17/06/2022,RO Sudeste,234.5,236.5
17/06/2022,TO Sul,249.0,251.0
17/06/2022,TO Norte,252.0,254.0
17/06/2022,Acre,244.5,246.5
17/06/2022,ES,254.0,256.0
17/06/2022,RJ,264.0,266.0
20/06/2022,SP Barretos,269.0,271.0
20/06/2022,SP Araçatuba,269.0,271.0
20/06/2022,MG Triângulo,244.5,246.5
20/06/2022,MG B.Horizonte,259.0,261.0
20/06/2022,MG Norte,256.0,258.0
20/06/2022,MG Sul,254.0,256.0
20/06/2022,GO Goiânia,259.0,261.0
20/06/2022,GO Reg. Sul,257.0,259.0
20/06/2022,MS Dourados,262.0,264.0
20/06/2022,MS C. Grande,261.0,263.0
20/06/2022,MS Três Lagoas,256.0,258.0
20/06/2022,RS Oeste**,10.1,10.2
20/06/2022,RS Pelotas**,10.0,10.1
20/06/2022,BA Sul,259.0,261.0
20/06/2022,BA Oeste,254.0,256.0
20/06/2022,MT Norte,251.0,253.0
20/06/2022,MT Sudoeste,255.0,257.0
20/06/2022,MT Cuiabá*,259.0,261.0
20/06/2022,MT Sudeste,251.0,253.0
20/06/2022,PR Noroeste,256.0,258.0
20/06/2022,SC,280.5,282.5
20/06/2022,MA Oeste,249.0,251.0
20/06/2022,Alagoas,285.5,287.5
20/06/2022,PA Marabá,257.0,259.0
20/06/2022,PA Redenção,249.0,251.0
20/06/2022,PA Paragominas,269.0,271.0
20/06/2022,RO Sudeste,234.5,236.5
20/06/2022,TO Sul,249.0,251.0
20/06/2022,TO Norte,252.0,254.0
20/06/2022,Acre,244.5,246.5
20/06/2022,ES,265.0,257.0
20/06/2022,RJ,264.0,266.0
21/06/2022,SP Barretos,272.0,274.0
21/06/2022,SP Araçatuba,272.0,274.0
21/06/2022,MG Triângulo,254.0,256.0
21/06/2022,MG B.Horizonte,269.0,271.0
21/06/2022,MG Norte,266.0,268.0
21/06/2022,MG Sul,259.0,261.0
21/06/2022,GO Goiânia,269.0,271.0
21/06/2022,GO Reg. Sul,264.0,266.0
21/06/2022,MS Dourados,267.0,269.0
21/06/2022,MS C. Grande,264.0,266.0
21/06/2022,MS Três Lagoas,261.0,263.0
21/06/2022,RS Oeste**,10.1,10.2
21/06/2022,RS Pelotas**,10.2,10.3
21/06/2022,BA Sul,269.0,271.0
21/06/2022,BA Oeste,262.0,264.0
21/06/2022,MT Norte,261.0,263.0
21/06/2022,MT Sudoeste,265.0,267.0
21/06/2022,MT Cuiabá*,264.0,266.0
21/06/2022,MT Sudeste,261.0,263.0
21/06/2022,PR Noroeste,261.0,263.0
21/06/2022,SC,283.5,285.5
21/06/2022,MA Oeste,254.0,256.0
21/06/2022,Alagoas,285.5,287.5
21/06/2022,PA Marabá,264.0,266.0
21/06/2022,PA Redenção,259.0,261.0
21/06/2022,PA Paragominas,274.0,276.0
21/06/2022,RO Sudeste,234.5,236.5
21/06/2022,TO Sul,252.0,254.0
21/06/2022,TO Norte,262.0,264.0
21/06/2022,Acre,244.5,246.5
21/06/2022,ES,264.0,266.0
21/06/2022,RJ,269.0,271.0
22/06/2022,SP Barretos,274.0,276.0
22/06/2022,SP Araçatuba,274.0,276.0
22/06/2022,MG Triângulo,256.0,258.0
22/06/2022,MG B.Horizonte,270.0,272.0
22/06/2022,MG Norte,268.0,270.0
22/06/2022,MG Sul,260.0,262.0
22/06/2022,GO Goiânia,271.0,273.0
22/06/2022,GO Reg. Sul,266.0,268.0
22/06/2022,MS Dourados,268.0,270.0
22/06/2022,MS C. Grande,266.0,268.0
22/06/2022,MS Três Lagoas,264.0,266.0
22/06/2022,RS Oeste**,10.1,10.2
22/06/2022,RS Pelotas**,10.25,10.35
22/06/2022,BA Sul,269.0,271.0
22/06/2022,BA Oeste,262.0,264.0
22/06/2022,MT Norte,262.0,264.0
22/06/2022,MT Sudoeste,266.0,268.0
22/06/2022,MT Cuiabá*,265.0,267.0
22/06/2022,MT Sudeste,264.0,266.0
22/06/2022,PR Noroeste,266.0,268.0
22/06/2022,SC,283.5,285.5
22/06/2022,MA Oeste,256.0,258.0
22/06/2022,Alagoas,285.5,287.5
22/06/2022,PA Marabá,268.0,270.0
22/06/2022,PA Redenção,259.0,261.0
22/06/2022,PA Paragominas,274.0,276.0
22/06/2022,RO Sudeste,236.5,238.5
22/06/2022,TO Sul,254.0,256.0
22/06/2022,TO Norte,265.0,267.0
22/06/2022,Acre,244.5,246.5
22/06/2022,ES,264.0,266.0
22/06/2022,RJ,272.0,274.0
23/06/2022,SP Barretos,274.0,276.0
23/06/2022,SP Araçatuba,274.0,276.0
23/06/2022,MG Triângulo,256.0,258.0
23/06/2022,MG B.Horizonte,272.0,274.0
23/06/2022,MG Norte,270.0,272.0
23/06/2022,MG Sul,262.0,264.0
23/06/2022,GO Goiânia,272.0,274.0
23/06/2022,GO Reg. Sul,268.0,270.0
23/06/2022,MS Dourados,269.0,271.0
23/06/2022,MS C. Grande,266.0,268.0
23/06/2022,MS Três Lagoas,266.0,268.0
23/06/2022,RS Oeste**,10.1,10.2
23/06/2022,RS Pelotas**,10.25,10.35
23/06/2022,BA Sul,269.0,271.0
23/06/2022,BA Oeste,262.0,264.0
23/06/2022,MT Norte,262.0,264.0
23/06/2022,MT Sudoeste,266.0,268.0
23/06/2022,MT Cuiabá*,266.0,268.0
23/06/2022,MT Sudeste,267.0,269.0
23/06/2022,PR Noroeste,266.0,268.0
23/06/2022,SC,283.5,285.5
23/06/2022,MA Oeste,256.0,258.0
23/06/2022,Alagoas,285.5,287.5
23/06/2022,PA Marabá,268.0,270.0
23/06/2022,PA Redenção,259.0,261.0
23/06/2022,PA Paragominas,276.0,278.0
23/06/2022,RO Sudeste,237.5,239.5
23/06/2022,TO Sul,256.0,258.0
23/06/2022,TO Norte,265.0,267.0
23/06/2022,Acre,244.5,246.5
23/06/2022,ES,264.0,266.0
23/06/2022,RJ,272.0,274.0
24/06/2022,SP Barretos,274.0,276.0
24/06/2022,SP Araçatuba,274.0,276.0
24/06/2022,MG Triângulo,256.0,258.0
24/06/2022,MG B.Horizonte,272.0,274.0
24/06/2022,MG Norte,270.0,272.0
24/06/2022,MG Sul,262.0,264.0
24/06/2022,GO Goiânia,272.0,274.0
24/06/2022,GO Reg. Sul,268.0,270.0
24/06/2022,MS Dourados,269.0,271.0
24/06/2022,MS C. Grande,266.0,268.0
24/06/2022,MS Três Lagoas,266.0,268.0
24/06/2022,RS Oeste**,10.1,10.2
24/06/2022,RS Pelotas**,10.25,10.35
24/06/2022,BA Sul,269.0,271.0
24/06/2022,BA Oeste,262.0,264.0
24/06/2022,MT Norte,262.0,264.0
24/06/2022,MT Sudoeste,266.0,268.0
24/06/2022,MT Cuiabá*,266.0,268.0
24/06/2022,MT Sudeste,267.0,269.0
24/06/2022,PR Noroeste,269.0,271.0
24/06/2022,SC,283.5,285.5
24/06/2022,MA Oeste,256.0,258.0
24/06/2022,Alagoas,285.5,287.5
24/06/2022,PA Marabá,268.0,270.0
24/06/2022,PA Redenção,259.0,261.0
24/06/2022,PA Paragominas,276.0,278.0
24/06/2022,RO Sudeste,237.5,239.5
24/06/2022,TO Sul,256.0,258.0
24/06/2022,TO Norte,265.0,267.0
24/06/2022,Acre,244.5,246.5
24/06/2022,ES,264.0,266.0
24/06/2022,RJ,272.0,274.0
27/06/2022,SP Barretos,276.0,278.0
27/06/2022,SP Araçatuba,276.0,278.0
27/06/2022,MG Triângulo,259.0,261.0
27/06/2022,MG B.Horizonte,272.0,274.0
27/06/2022,MG Norte,271.0,273.0
27/06/2022,MG Sul,262.0,264.0
27/06/2022,GO Goiânia,274.0,276.0
27/06/2022,GO Reg. Sul,268.0,270.0
27/06/2022,MS Dourados,269.0,271.0
27/06/2022,MS C. Grande,266.0,268.0
27/06/2022,MS Três Lagoas,266.0,268.0
27/06/2022,RS Oeste**,9.95,10.05
27/06/2022,RS Pelotas**,10.15,10.25
27/06/2022,BA Sul,269.0,271.0
27/06/2022,BA Oeste,262.0,264.0
27/06/2022,MT Norte,262.0,264.0
27/06/2022,MT Sudoeste,266.0,268.0
27/06/2022,MT Cuiabá*,268.0,270.0
27/06/2022,MT Sudeste,269.0,271.0
27/06/2022,PR Noroeste,269.0,271.0
27/06/2022,SC,283.5,285.5
27/06/2022,MA Oeste,256.0,258.0
27/06/2022,Alagoas,285.5,287.5
27/06/2022,PA Marabá,268.0,270.0
27/06/2022,PA Redenção,260.0,262.0
27/06/2022,PA Paragominas,276.0,278.0
27/06/2022,RO Sudeste,239.5,241.5
27/06/2022,TO Sul,256.0,258.0
27/06/2022,TO Norte,266.0,268.0
27/06/2022,Acre,244.5,246.5
27/06/2022,ES,264.0,266.0
27/06/2022,RJ,274.0,276.0
28/06/2022,SP Barretos,278.0,279.5
28/06/2022,SP Araçatuba,278.0,279.5
28/06/2022,MG Triângulo,262.0,264.0
28/06/2022,MG B.Horizonte,272.0,274.0
28/06/2022,MG Norte,271.0,273.0
28/06/2022,MG Sul,267.0,269.0
28/06/2022,GO Goiânia,274.0,276.0
28/06/2022,GO Reg. Sul,269.0,271.0
28/06/2022,MS Dourados,271.0,273.0
28/06/2022,MS C. Grande,267.0,269.0
28/06/2022,MS Três Lagoas,279.0,271.0
28/06/2022,RS Oeste**,9.95,10.05
28/06/2022,RS Pelotas**,10.15,10.25
28/06/2022,BA Sul,269.0,271.0
28/06/2022,BA Oeste,262.0,264.0
28/06/2022,MT Norte,264.0,266.0
28/06/2022,MT Sudoeste,266.0,268.0
28/06/2022,MT Cuiabá*,268.0,270.0
28/06/2022,MT Sudeste,272.0,274.0
28/06/2022,PR Noroeste,269.0,271.0
28/06/2022,SC,283.5,285.5
28/06/2022,MA Oeste,256.0,258.0
28/06/2022,Alagoas,285.5,287.5
28/06/2022,PA Marabá,271.0,273.0
28/06/2022,PA Redenção,263.0,265.0
28/06/2022,PA Paragominas,278.0,279.5
28/06/2022,RO Sudeste,244.5,246.5
28/06/2022,TO Sul,256.0,258.0
28/06/2022,TO Norte,266.0,268.0
28/06/2022,Acre,244.5,246.5
28/06/2022,ES,264.0,266.0
28/06/2022,RJ,277.0,279.0
30/06/2022,SP Barretos,278.0,279.5
30/06/2022,SP Araçatuba,278.0,279.5
30/06/2022,MG Triângulo,268.0,270.0
30/06/2022,MG B.Horizonte,274.0,276.0
30/06/2022,MG Norte,274.0,276.0
30/06/2022,MG Sul,271.0,273.0
30/06/2022,GO Goiânia,274.0,276.0
30/06/2022,GO Reg. Sul,274.0,276.0
30/06/2022,MS Dourados,272.0,274.0
30/06/2022,MS C. Grande,272.0,274.0
30/06/2022,MS Três Lagoas,279.0,271.0
30/06/2022,RS Oeste**,9.95,10.05
30/06/2022,RS Pelotas**,10.15,10.25
30/06/2022,BA Sul,269.0,271.0
30/06/2022,BA Oeste,264.0,266.0
30/06/2022,MT Norte,269.0,271.0
30/06/2022,MT Sudoeste,272.0,274.0
30/06/2022,MT Cuiabá*,273.0,275.0
30/06/2022,MT Sudeste,273.0,275.0
30/06/2022,PR Noroeste,272.0,274.0
30/06/2022,SC,283.5,285.5
30/06/2022,MA Oeste,259.0,261.0
30/06/2022,Alagoas,286.5,288.5
30/06/2022,PA Marabá,272.0,274.0
30/06/2022,PA Redenção,264.0,266.0
30/06/2022,PA Paragominas,279.5,281.5
30/06/2022,RO Sudeste,248.0,250.0
30/06/2022,TO Sul,263.0,265.0
30/06/2022,TO Norte,267.0,269.0
30/06/2022,Acre,244.5,246.5
30/06/2022,ES,271.0,273.0
30/06/2022,RJ,278.0,279.5
01/07/2022,SP Barretos,278.0,279.5
01/07/2022,SP Araçatuba,278.0,279.5
01/07/2022,MG Triângulo,270.0,272.0
01/07/2022,MG B.Horizonte,274.0,276.0
01/07/2022,MG Norte,274.0,276.0
01/07/2022,MG Sul,271.0,273.0
01/07/2022,GO Goiânia,274.0,276.0
01/07/2022,GO Reg. Sul,274.0,276.0
01/07/2022,MS Dourados,272.0,274.0
01/07/2022,MS C. Grande,272.0,274.0
01/07/2022,MS Três Lagoas,279.0,271.0
01/07/2022,RS Oeste**,9.95,10.05
01/07/2022,RS Pelotas**,10.15,10.25
01/07/2022,BA Sul,269.0,271.0
01/07/2022,BA Oeste,264.0,266.0
01/07/2022,MT Norte,269.0,271.0
01/07/2022,MT Sudoeste,272.0,274.0
01/07/2022,MT Cuiabá*,273.0,275.0
01/07/2022,MT Sudeste,273.0,275.0
01/07/2022,PR Noroeste,272.0,274.0
01/07/2022,SC,283.5,285.5
01/07/2022,MA Oeste,259.0,261.0
01/07/2022,Alagoas,286.5,288.5
01/07/2022,PA Marabá,272.0,274.0
01/07/2022,PA Redenção,264.0,266.0
01/07/2022,PA Paragominas,279.5,281.5
01/07/2022,RO Sudeste,248.0,250.0
01/07/2022,TO Sul,263.0,265.0
01/07/2022,TO Norte,267.0,269.0
01/07/2022,Acre,244.5,246.5
01/07/2022,ES,271.0,273.0
01/07/2022,RJ,278.0,279.5
04/07/2022,SP Barretos,278.0,279.5
04/07/2022,SP Araçatuba,278.0,279.5
04/07/2022,MG Triângulo,270.0,272.0
04/07/2022,MG B.Horizonte,274.0,276.0
04/07/2022,MG Norte,274.0,276.0
04/07/2022,MG Sul,271.0,273.0
04/07/2022,GO Goiânia,279.0,280.5
04/07/2022,GO Reg. Sul,274.0,276.0
04/07/2022,MS Dourados,272.0,274.0
04/07/2022,MS C. Grande,272.0,274.0
04/07/2022,MS Três Lagoas,279.0,271.0
04/07/2022,RS Oeste**,9.95,10.05
04/07/2022,RS Pelotas**,10.15,10.25
04/07/2022,BA Sul,269.0,271.0
04/07/2022,BA Oeste,264.0,266.0
04/07/2022,MT Norte,269.0,271.0
04/07/2022,MT Sudoeste,272.0,274.0
04/07/2022,MT Cuiabá*,274.0,276.0
04/07/2022,MT Sudeste,274.0,276.0
04/07/2022,PR Noroeste,274.0,276.0
04/07/2022,SC,283.5,285.5
04/07/2022,MA Oeste,259.0,261.0
04/07/2022,Alagoas,286.5,288.5
04/07/2022,PA Marabá,272.0,274.0
04/07/2022,PA Redenção,266.0,268.0
04/07/2022,PA Paragominas,279.5,281.5
04/07/2022,RO Sudeste,248.0,250.0
04/07/2022,TO Sul,263.0,265.0
04/07/2022,TO Norte,269.0,271.0
04/07/2022,Acre,244.5,246.5
04/07/2022,ES,271.0,273.0
04/07/2022,RJ,278.0,279.5
05/07/2022,SP Barretos,278.0,279.5
05/07/2022,SP Araçatuba,278.0,279.5
05/07/2022,MG Triângulo,271.0,273.0
05/07/2022,MG B.Horizonte,274.0,276.0
05/07/2022,MG Norte,274.0,276.0
05/07/2022,MG Sul,271.0,273.0
05/07/2022,GO Goiânia,279.0,280.5
05/07/2022,GO Reg. Sul,274.0,276.0
05/07/2022,MS Dourados,270.0,272.0
05/07/2022,MS C. Grande,272.0,274.0
05/07/2022,MS Três Lagoas,279.0,271.0
05/07/2022,RS Oeste**,9.95,10.05
05/07/2022,RS Pelotas**,10.15,10.25
05/07/2022,BA Sul,269.0,271.0
05/07/2022,BA Oeste,264.0,266.0
05/07/2022,MT Norte,269.0,271.0
05/07/2022,MT Sudoeste,272.0,274.0
05/07/2022,MT Cuiabá*,274.0,276.0
05/07/2022,MT Sudeste,274.0,276.0
05/07/2022,PR Noroeste,275.0,277.0
05/07/2022,SC,283.5,285.5
05/07/2022,MA Oeste,259.0,261.0
05/07/2022,Alagoas,286.5,288.5
05/07/2022,PA Marabá,272.0,274.0
05/07/2022,PA Redenção,268.0,270.0
05/07/2022,PA Paragominas,279.5,281.5
05/07/2022,RO Sudeste,250.0,252.0
05/07/2022,TO Sul,263.0,265.0
05/07/2022,TO Norte,269.0,271.0
05/07/2022,Acre,244.5,246.5
05/07/2022,ES,271.0,273.0
05/07/2022,RJ,278.0,279.5
06/07/2022,SP Barretos,278.0,279.5
06/07/2022,SP Araçatuba,278.0,279.5
06/07/2022,MG Triângulo,271.0,273.0
06/07/2022,MG B.Horizonte,274.0,276.0
06/07/2022,MG Norte,274.0,276.0
06/07/2022,MG Sul,271.0,273.0
06/07/2022,GO Goiânia,279.0,280.5
06/07/2022,GO Reg. Sul,274.0,276.0
06/07/2022,MS Dourados,270.0,272.0
06/07/2022,MS C. Grande,272.0,274.0
06/07/2022,MS Três Lagoas,279.0,271.0
06/07/2022,RS Oeste**,9.95,10.05
06/07/2022,RS Pelotas**,10.05,10.15
06/07/2022,BA Sul,269.0,271.0
06/07/2022,BA Oeste,264.0,266.0
06/07/2022,MT Norte,269.0,271.0
06/07/2022,MT Sudoeste,272.0,274.0
06/07/2022,MT Cuiabá*,274.0,276.0
06/07/2022,MT Sudeste,276.0,278.0
06/07/2022,PR Noroeste,275.0,277.0
06/07/2022,SC,283.5,285.5
06/07/2022,MA Oeste,259.0,261.0
06/07/2022,Alagoas,286.5,288.5
06/07/2022,PA Marabá,272.0,274.0
06/07/2022,PA Redenção,268.0,270.0
06/07/2022,PA Paragominas,279.5,281.5
06/07/2022,RO Sudeste,250.0,252.0
06/07/2022,TO Sul,263.0,265.0
06/07/2022,TO Norte,269.0,271.0
06/07/2022,Acre,244.5,246.5
06/07/2022,ES,271.0,273.0
06/07/2022,RJ,278.0,279.5
07/07/2022,SP Barretos,278.0,279.5
07/07/2022,SP Araçatuba,278.0,279.5
07/07/2022,MG Triângulo,271.0,273.0
07/07/2022,MG B.Horizonte,274.0,276.0
07/07/2022,MG Norte,274.0,276.0
